Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PHR 6302;-20;0;20;0;29.4600;589.2000;281;19.4872;5475.9032;3;57160;04-M/21-00612;01/04-M/21-00684;22-06-2021;13:35:48;22-06-2021;18;;527;4;No;;;8;NPVM;PED2021A734C
PA 5095;-8;0;8;0;4.0300;32.2400;5;3.1487;15.7435;3;57160;04-M/21-00605;01/04-M/21-00680;18-06-2021;10:10:18;18-06-2021;18;;527;4;No;3060001-1;;8;NPVM;PED2021A13374
11;-1;0;1;0;5.5000;5.5000;0;0.0000;0.0000;3;57160;04-M/21-00605;01/04-M/21-00680;18-06-2021;10:10:18;18-06-2021;18;;527;4;No;;;8;NPVM;PED2021A13374
PHO 6132;-1;0;1;0;364.3900;364.3900;3;204.2093;612.6279;3;57160;04-M/21-00599;01/04-M/21-00674;15-06-2021;16:38:02;15-06-2021;18;;527;4;No;AS-6032;;8;NPVM;PED2021A13663
PHO 5210;-1;0;1;0;15.8000;15.8000;29;9.1401;265.0629;3;57160;04-M/21-00599;01/04-M/21-00674;15-06-2021;16:38:02;15-06-2021;18;;527;4;No;;;8;NPVM;PED2021A13663
PH 9210;-3;0;3;0;158.5400;475.6200;0;96.9740;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2021A664C
PH 9220;-3;0;3;0;258.6600;775.9800;0;133.6951;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;PED2021A664C
PH 9406;-20;0;20;0;27.4400;548.8000;0;16.2026;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2021A664C
PH 9408;-20;0;20;0;31.3000;626.0000;0;21.5359;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A664C
PH 9465;-10;0;10;0;36.0600;360.6000;0;26.6037;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P6N;VESTA 650 LCD;8;NPVM;PED2021A664C
PH 9485;-10;0;10;0;46.4800;464.8000;0;31.4850;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2021A664C
PH 7266;-10;0;10;0;22.4000;224.0000;276;16.2232;4477.6032;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A664C
PH 7288;-10;0;10;0;31.7000;317.0000;334;24.7159;8255.1106;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;1PE-C001939-00GE;;8;NPVM;PED2021A664C
PH 9410;-4;0;4;0;56.3400;225.3600;0;34.5571;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A664C
PH 9420;-4;0;4;0;102.9300;411.7200;0;57.3542;0.0000;3;57160;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;527;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;PED2021A664C
PHO 6618;-1;0;1;0;221.3600;221.3600;0;137.9039;0.0000;3;57160;04-M/21-00554;01/04-M/21-00486;22-04-2021;9:50:37;31-05-2021;18;;527;4;No;AS-6618;;8;NPVM;PED2021A621C
PHO 2112;-1;0;1;0;76.7500;76.7500;0;55.9648;0.0000;3;57160;04-M/21-00554;01/04-M/21-00486;22-04-2021;9:50:37;31-05-2021;18;;527;4;No;AWMS-6412;;8;NPVM;PED2021A621C
PH 9210;-6;0;6;0;158.5400;951.2400;0;96.9740;0.0000;3;57160;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;527;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;PED2021A708C
PH 9406;-10;0;10;0;27.4400;274.4000;0;16.2026;0.0000;3;57160;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2021A708C
PH 9485;-10;0;10;0;46.4800;464.8000;0;31.4850;0.0000;3;57160;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;527;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2021A708C
PH 7266;-10;0;10;0;22.4000;224.0000;517;16.2232;8387.3944;3;57160;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A708C
PHO 3115;-2;0;2;0;103.5400;207.0800;5;77.1625;385.8125;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;AWMS-6615;;8;NPVM;PED2021A697C
DTA 016;-50;0;50;0;0.3800;19.0000;0;0.2257;0.0000;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;TUBE HY 530 - 0,5G;;8;NPVM;PED2021A697C
PA 1901;-20;0;20;0;3.5100;70.2000;23;2.3273;53.5279;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;CCP1350;;8;NPVM;PED2021A697C
PH 7210;-2;0;2;0;44.6300;89.2600;332;31.1238;10333.1016;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;1PE-C001940-00GE;;8;NPVM;PED2021A697C
PH 7266;-2;0;2;0;22.4000;44.8000;541;16.2232;8776.7512;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;1PE-C001023-00G-CITY600;;8;NPVM;PED2021A697C
PH 7288;-4;0;4;0;31.7000;126.8000;415;24.7159;10257.0985;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;1PE-C001939-00GE;;8;NPVM;PED2021A697C
PH 9330;-1;0;1;0;448.0000;448.0000;0;291.4604;0.0000;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;GALLEON RM-3K RACK;;8;NPVM;PED2021A697C
PH 9410;-1;0;1;0;56.3400;56.3400;0;34.5571;0.0000;3;57160;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;527;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;PED2021A697C
PH 9408;-10;0;10;0;31.3000;313.0000;0;21.5359;0.0000;3;57160;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;527;4;No;P8B(APEX 800);APEX 800;8;NPVM;PED2021A664C
PHO 2109;-2;0;2;0;67.6200;135.2400;8;48.0886;384.7088;3;57160;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;527;4;No;AWMS-6409;;8;NPVM;PED2021A664C
PHR 6301;-12;0;12;0;43.0600;516.7200;204;31.6801;6462.7404;3;57160;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;527;4;No;;;8;NPVM;PED2021A664C
PHO 2118;-2;0;2;0;98.8800;197.7600;8;68.2423;545.9384;3;57160;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;527;4;No;AWMS-6418;;8;NPVM;PED2021A664C
DX 227;-2;0;2;0;15.0100;30.0200;0;11.6631;0.0000;3;57160;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;527;4;No;I-CT PRO-POE;;8;NPVM;PED2021A664C
LB 5612;-5;0;5;0;6.1500;30.7500;3;4.2881;12.8643;3;57160;04-M/21-00474;01/04-M/21-00451;14-04-2021;10:22:16;3-05-2021;18;;527;4;No;AK-1001-B;;8;NPVM;PED2021A544C
PA 5355;-10;0;10;0;13.3500;133.5000;0;10.3656;0.0000;3;57160;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;527;4;No;3030003-1;;8;NPVM;PED2021A638C
PH 7521;-2;0;2;0;166.2600;332.5200;3;110.0082;330.0246;3;57160;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;527;4;No;1PE-C001018-00G;;8;NPVM;PED2021A638C
PH 7610;-2;0;2;0;107.9600;215.9200;55;66.9246;3680.8530;3;57160;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;527;4;No;1PE-C001020-OOG;;8;NPVM;PED2021A638C
PH 7312;-2;0;2;0;57.7900;115.5800;121;38.6477;4676.3717;3;57160;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;527;4;No;1PE-C001026-00G;;8;NPVM;PED2021A638C
UQ 5795;-4;0;4;0;53.8700;215.4800;3;50.2753;150.8259;3;57160;04-M/21-00457;01/04-M/21-00512;28-04-2021;9:45:56;28-04-2021;18;;527;4;No;LBE-5AC-GEN2;;8;NPVM;PED2021A638C
YUA 109;-20;0;20;1;18.5000;370.0000;90;13.9537;1255.8330;3;57160;04-M/21-00439;01/04-M/21-00485;22-04-2021;9:49:19;22-04-2021;18;;527;4;No;NPW45-12;;8;NPVM;PED2021A621C
PHO 6618;-1;0;1;0;221.3600;221.3600;4;137.9039;551.6156;3;57160;04-M/21-00439;01/04-M/21-00485;22-04-2021;9:49:19;22-04-2021;18;;527;4;No;AS-6618;;8;NPVM;PED2021A621C
PHO 2112;-1;0;1;0;76.7500;76.7500;0;55.9648;0.0000;3;57160;04-M/21-00439;01/04-M/21-00485;22-04-2021;9:49:19;22-04-2021;18;;527;4;No;AWMS-6412;;8;NPVM;PED2021A621C
PHO 3112;-2;0;2;0;91.8500;183.7000;6;68.8687;413.2122;3;57160;04-M/21-00422;01/04-M/21-00475;19-04-2021;13:26:24;19-04-2021;18;;527;4;No;AWMS-6612;;8;NPVM;PED2021A518C
PH 9406;-10;0;10;0;27.4400;274.4000;0;16.2026;0.0000;3;57160;04-M/21-00422;01/04-M/21-00475;19-04-2021;13:26:24;19-04-2021;18;;527;4;No;P6B(APEX 600);APEX 600;8;NPVM;PED2021A518C
PH 7312;-2;0;2;0;57.7900;115.5800;160;38.6477;6183.6320;3;57160;04-M/21-00422;01/04-M/21-00475;19-04-2021;13:26:24;19-04-2021;18;;527;4;No;1PE-C001026-00G;;8;NPVM;PED2021A518C
