Mov Alm -> Referencia;Número de Serie;Mov Alm -> Fecha;Mov Alm -> Salidas;Mov Alm -> Entradas;Mov Alm -> Cantidad con signo
PH 7210;320043AN30000108;9-Dic-2021;4;0;-4
PH 7210;320043AN30000104;10-Dic-2021;1;0;-1
PH 7210;320043AN30000105;13-Dic-2021;1;0;-1
PH 7210;320043AN30000024;14-Dic-2021;1;0;-1
PH 7210;320043AN30000136;15-Dic-2021;3;0;-3
PH 7210;320043AN30000137;15-Dic-2021;3;0;-3
PH 7210;320043AN30000138;15-Dic-2021;3;0;-3
PH 7210;320043AN30000060;17-Dic-2021;1;0;-1
PH 7210;320043AN30000059;17-Dic-2021;1;0;-1
PH 7210;320043AN30000016;22-Dic-2021;1;0;-1
PH 7210;320043AN30000018;28-Dic-2021;10;0;-10
PH 7210;320043AN30000052;28-Dic-2021;10;0;-10
PH 7210;320043AN30000053;28-Dic-2021;10;0;-10
PH 7210;320043AN30000054;28-Dic-2021;10;0;-10
PH 7210;320043AN30000067;28-Dic-2021;10;0;-10
PH 7210;320043AN30000068;28-Dic-2021;10;0;-10
PH 7210;320043AN30000069;28-Dic-2021;10;0;-10
PH 7210;320043AN30000070;28-Dic-2021;10;0;-10
PH 7210;320043AN30000071;28-Dic-2021;10;0;-10
PH 7210;320043AN30000072;28-Dic-2021;10;0;-10
PH 7210;320043AN30000326;29-Dic-2021;1;0;-1
PH 7210;320043AN30000380;12-Ene-2022;2;0;-2
PH 7210;320043AN30000381;12-Ene-2022;2;0;-2
PH 7210;320043AN30000379;13-Ene-2022;1;0;-1
PH 7210;320043AN30000371;27-Ene-2022;4;0;-4
PH 7210;320043AN30000376;27-Ene-2022;4;0;-4
PH 7210;320043AN30000377;27-Ene-2022;4;0;-4
PH 7210;320043AN30000378;27-Ene-2022;4;0;-4
PH 7210;320043AN30000241;14-Feb-2022;1;0;-1
PH 7210;320043AN30000229;22-Feb-2022;4;0;-4
PH 7210;320043AN30000230;22-Feb-2022;4;0;-4
PH 7210;320043AN30000231;22-Feb-2022;4;0;-4
PH 7210;320043AN30000260;22-Feb-2022;4;0;-4
PH 7210;320043AN30000261;7-Mar-2022;1;0;-1
PH 7210;320043AN30000232;9-Mar-2022;5;0;-5
PH 7210;320043AN30000233;9-Mar-2022;5;0;-5
PH 7210;320043AN30000234;9-Mar-2022;5;0;-5
PH 7210;320043AN30000250;9-Mar-2022;5;0;-5
PH 7210;320043AN30000251;9-Mar-2022;5;0;-5
PH 7210;320043AY30000016;18-Mar-2022;5;0;-5
PH 7210;320043AY30000017;18-Mar-2022;5;0;-5
PH 7210;320043AY30000018;18-Mar-2022;5;0;-5
PH 7210;320043AY30000031;18-Mar-2022;5;0;-5
PH 7210;320043AY30000033;18-Mar-2022;5;0;-5
PH 7210;320043AY30000029;21-Mar-2022;2;0;-2
PH 7210;320043AY30000030;21-Mar-2022;2;0;-2
PH 7210;320043AY30000046;22-Mar-2022;2;0;-2
PH 7210;320043AY30000047;22-Mar-2022;2;0;-2
PH 7210;320043AY30000048;23-Mar-2022;1;0;-1
PH 7210;320043AY30000010;24-Mar-2022;5;0;-5
PH 7210;320043AY30000011;24-Mar-2022;5;0;-5
PH 7210;320043AY30000012;24-Mar-2022;5;0;-5
PH 7210;320043AY30000050;24-Mar-2022;5;0;-5
PH 7210;320043AY30000051;24-Mar-2022;5;0;-5
PH 7210;320043AY30000022;25-Mar-2022;2;0;-2
PH 7210;320043AY30000024;25-Mar-2022;2;0;-2
PH 7210;320043BN30000019;31-Mar-2022;6;0;-6
PH 7210;320043BN30000020;31-Mar-2022;6;0;-6
PH 7210;320043BN30000021;31-Mar-2022;6;0;-6
PH 7210;320043BN30000028;31-Mar-2022;6;0;-6
PH 7210;320043BN30000029;31-Mar-2022;6;0;-6
PH 7210;320043BN30000030;31-Mar-2022;6;0;-6
PH 7210;320043AY30000004;4-Abr-2022;63;0;-63
PH 7210;320043AY30000005;4-Abr-2022;63;0;-63
PH 7210;320043AY30000006;4-Abr-2022;63;0;-63
PH 7210;320043AY30000013;4-Abr-2022;63;0;-63
PH 7210;320043AY30000014;4-Abr-2022;63;0;-63
PH 7210;320043AY30000015;4-Abr-2022;63;0;-63
PH 7210;320043AY30000019;4-Abr-2022;63;0;-63
PH 7210;320043AY30000020;4-Abr-2022;63;0;-63
PH 7210;320043AY30000021;4-Abr-2022;63;0;-63
PH 7210;320043AY30000034;4-Abr-2022;63;0;-63
PH 7210;320043AY30000035;4-Abr-2022;63;0;-63
PH 7210;320043AY30000036;4-Abr-2022;63;0;-63
PH 7210;320043AY30000037;4-Abr-2022;63;0;-63
PH 7210;320043AY30000038;4-Abr-2022;63;0;-63
PH 7210;320043AY30000039;4-Abr-2022;63;0;-63
PH 7210;320043AY30000040;4-Abr-2022;63;0;-63
PH 7210;320043AY30000041;4-Abr-2022;63;0;-63
PH 7210;320043AY30000042;4-Abr-2022;63;0;-63
PH 7210;320043AY30000043;4-Abr-2022;63;0;-63
PH 7210;320043AY30000044;4-Abr-2022;63;0;-63
PH 7210;320043AY30000045;4-Abr-2022;63;0;-63
PH 7210;320043AY30000052;4-Abr-2022;63;0;-63
PH 7210;320043AY30000053;4-Abr-2022;63;0;-63
PH 7210;320043AY30000054;4-Abr-2022;63;0;-63
PH 7210;320043AY30000055;4-Abr-2022;63;0;-63
PH 7210;320043AY30000056;4-Abr-2022;63;0;-63
PH 7210;320043AY30000057;4-Abr-2022;63;0;-63
PH 7210;320043AY30000058;4-Abr-2022;63;0;-63
PH 7210;320043AY30000059;4-Abr-2022;63;0;-63
PH 7210;320043AY30000060;4-Abr-2022;63;0;-63
PH 7210;320043AY30000061;4-Abr-2022;63;0;-63
PH 7210;320043AY30000062;4-Abr-2022;63;0;-63
PH 7210;320043AY30000063;4-Abr-2022;63;0;-63
PH 7210;320043AY30000064;4-Abr-2022;63;0;-63
PH 7210;320043AY30000065;4-Abr-2022;63;0;-63
PH 7210;320043AY30000066;4-Abr-2022;63;0;-63
PH 7210;320043AY30000067;4-Abr-2022;63;0;-63
PH 7210;320043AY30000068;4-Abr-2022;63;0;-63
PH 7210;320043AY30000069;4-Abr-2022;63;0;-63
PH 7210;320043AY30000070;4-Abr-2022;63;0;-63
PH 7210;320043AY30000071;4-Abr-2022;63;0;-63
PH 7210;320043AY30000072;4-Abr-2022;63;0;-63
PH 7210;320043AY30000079;4-Abr-2022;63;0;-63
PH 7210;320043AY30000080;4-Abr-2022;63;0;-63
PH 7210;320043AY30000081;4-Abr-2022;63;0;-63
PH 7210;320043AY30000082;4-Abr-2022;63;0;-63
PH 7210;320043AY30000083;4-Abr-2022;63;0;-63
PH 7210;320043AY30000084;4-Abr-2022;63;0;-63
PH 7210;320043BN30000001;4-Abr-2022;63;0;-63
PH 7210;320043BN30000002;4-Abr-2022;63;0;-63
PH 7210;320043BN30000003;4-Abr-2022;63;0;-63
PH 7210;320043BN30000010;4-Abr-2022;63;0;-63
PH 7210;320043BN30000011;4-Abr-2022;63;0;-63
PH 7210;320043BN30000012;4-Abr-2022;63;0;-63
PH 7210;320043BN30000013;4-Abr-2022;63;0;-63
PH 7210;320043BN30000014;4-Abr-2022;63;0;-63
PH 7210;320043BN30000015;4-Abr-2022;63;0;-63
PH 7210;320043BN30000016;4-Abr-2022;63;0;-63
PH 7210;320043BN30000017;4-Abr-2022;63;0;-63
PH 7210;320043BN30000018;4-Abr-2022;63;0;-63
PH 7210;320043BN30000034;4-Abr-2022;63;0;-63
PH 7210;320043BN30000035;4-Abr-2022;63;0;-63
PH 7210;320043BN30000036;4-Abr-2022;63;0;-63
PH 7210;320043BN30000022;27-Abr-2022;1;0;-1
PH 7210;320043AN30000253;6-May-2022;1;0;-1
PH 7210;320043AY30000098;13-May-2022;1;0;-1
PH 7210;320043AY30000078;13-May-2022;4;0;-4
PH 7210;320043AY30000106;13-May-2022;4;0;-4
PH 7210;320043AY30000107;13-May-2022;4;0;-4
PH 7210;320043AY30000108;13-May-2022;4;0;-4
PH 7210;320043AY30000076;17-May-2022;4;0;-4
PH 7210;320043AY30000091;17-May-2022;4;0;-4
PH 7210;320043AY30000092;17-May-2022;4;0;-4
PH 7210;320043AY30000093;17-May-2022;4;0;-4
PH 7210;320043AY30000100;23-May-2022;4;0;-4
PH 7210;320043AY30000118;23-May-2022;4;0;-4
PH 7210;320043AY30000119;23-May-2022;4;0;-4
PH 7210;320043AY30000120;23-May-2022;4;0;-4
PH 7210;320043AY30000103;26-May-2022;5;0;-5
PH 7210;320043AY30000104;26-May-2022;5;0;-5
PH 7210;320043AY30000105;26-May-2022;5;0;-5
PH 7210;320043AY30000115;26-May-2022;5;0;-5
PH 7210;320043AY30000117;26-May-2022;5;0;-5
PH 7210;320043AY30000116;31-May-2022;1;0;-1
PH 7210;320043BN30000033;17-Jun-2022;1;0;-1
PH 7210;320043BN30000028;4-Jul-2022;5;0;-5
PH 7210;320043BN30000052;4-Jul-2022;5;0;-5
PH 7210;320043BS30000016;4-Jul-2022;5;0;-5
PH 7210;320043BS30000017;4-Jul-2022;5;0;-5
PH 7210;320043BS30000018;4-Jul-2022;5;0;-5
PH 7210;320043BN30000038;11-Jul-2022;1;0;-1
PH 7210;320043BN30000039;15-Jul-2022;1;0;-1
PH 7210;320043BS30000034;18-Jul-2022;3;0;-3
PH 7210;320043BS30000035;18-Jul-2022;3;0;-3
PH 7210;320043BS30000036;18-Jul-2022;3;0;-3
PH 7210;320043BS30000031;20-Jul-2022;2;0;-2
PH 7210;320043BS30000033;20-Jul-2022;2;0;-2
PH 7210;320043BS30000032;21-Jul-2022;1;0;-1
PH 7210;320043BN30000065;3-Ago-2022;1;0;-1
PH 7210;320043BN30000071;22-Ago-2022;2;0;-2
PH 7210;320043BN30000072;22-Ago-2022;2;0;-2
PH 7210;320043BN30000047;31-Ago-2022;2;0;-2
PH 7210;320043BN30000048;31-Ago-2022;2;0;-2
PH 7210;320043BS30000049;31-Ago-2022;5;0;-5
PH 7210;320043BS30000055;31-Ago-2022;5;0;-5
PH 7210;320043BS30000056;31-Ago-2022;5;0;-5
PH 7210;320043BS30000057;31-Ago-2022;5;0;-5
PH 7210;320043BS30000064;31-Ago-2022;5;0;-5
PH 7210;320043BN30000004;2-Sep-2022;30;0;-30
PH 7210;320043BN30000005;2-Sep-2022;30;0;-30
PH 7210;320043BN30000006;2-Sep-2022;30;0;-30
PH 7210;320043BN30000058;2-Sep-2022;30;0;-30
PH 7210;320043BN30000059;2-Sep-2022;30;0;-30
PH 7210;320043BN30000060;2-Sep-2022;30;0;-30
PH 7210;320043BN30000061;2-Sep-2022;30;0;-30
PH 7210;320043BN30000062;2-Sep-2022;30;0;-30
PH 7210;320043BN30000063;2-Sep-2022;30;0;-30
PH 7210;320043BN30000073;2-Sep-2022;30;0;-30
PH 7210;320043BN30000074;2-Sep-2022;30;0;-30
PH 7210;320043BN30000075;2-Sep-2022;30;0;-30
PH 7210;320043BS30000001;2-Sep-2022;30;0;-30
PH 7210;320043BS30000002;2-Sep-2022;30;0;-30
PH 7210;320043BS30000003;2-Sep-2022;30;0;-30
PH 7210;320043BS30000010;2-Sep-2022;30;0;-30
PH 7210;320043BS30000011;2-Sep-2022;30;0;-30
PH 7210;320043BS30000012;2-Sep-2022;30;0;-30
PH 7210;320043BS30000022;2-Sep-2022;30;0;-30
PH 7210;320043BS30000023;2-Sep-2022;30;0;-30
PH 7210;320043BS30000024;2-Sep-2022;30;0;-30
PH 7210;320043BS30000025;2-Sep-2022;30;0;-30
PH 7210;320043BS30000026;2-Sep-2022;30;0;-30
PH 7210;320043BS30000027;2-Sep-2022;30;0;-30
PH 7210;320043BS30000052;2-Sep-2022;30;0;-30
PH 7210;320043BS30000053;2-Sep-2022;30;0;-30
PH 7210;320043BS30000054;2-Sep-2022;30;0;-30
PH 7210;320043BS30000067;2-Sep-2022;30;0;-30
PH 7210;320043BS30000068;2-Sep-2022;30;0;-30
PH 7210;320043BS30000069;2-Sep-2022;30;0;-30
PH 7210;320043BS30000030;5-Sep-2022;1;0;-1
PH 7210;320043BS30000043;13-Sep-2022;1;0;-1
PH 7210;320043BS30000045;15-Sep-2022;1;0;-1
PH 7210;320043BS30000115;15-Sep-2022;3;0;-3
PH 7210;320043BS30000116;15-Sep-2022;3;0;-3
PH 7210;320043BS30000117;15-Sep-2022;3;0;-3
PH 7210;320043BS30000095;26-Sep-2022;1;0;-1
PH 7210;320043BS30000104;26-Sep-2022;2;0;-2
PH 7210;320043BS30000105;26-Sep-2022;2;0;-2
PH 7210;320043BS30000058;4-Oct-2022;4;0;-4
PH 7210;320043BS30000059;4-Oct-2022;4;0;-4
PH 7210;320043BS30000060;4-Oct-2022;4;0;-4
PH 7210;320043BS30000100;4-Oct-2022;4;0;-4
PH 7210;320043BS30000101;6-Oct-2022;5;0;-5
PH 7210;320043BS30000102;6-Oct-2022;5;0;-5
PH 7210;320043BS30000124;6-Oct-2022;5;0;-5
PH 7210;320043BS30000125;6-Oct-2022;5;0;-5
PH 7210;320043BS30000126;6-Oct-2022;5;0;-5
PH 7210;320043BS30000075;10-Oct-2022;1;0;-1
PH 7210;320043BS30000076;11-Oct-2022;9;0;-9
PH 7210;320043BS30000077;11-Oct-2022;9;0;-9
PH 7210;320043BS30000078;11-Oct-2022;9;0;-9
PH 7210;320043BS30000079;11-Oct-2022;9;0;-9
PH 7210;320043BS30000080;11-Oct-2022;9;0;-9
PH 7210;320043BS30000081;11-Oct-2022;9;0;-9
PH 7210;320043BS30000118;11-Oct-2022;9;0;-9
PH 7210;320043BS30000119;11-Oct-2022;9;0;-9
PH 7210;320043BS30000120;11-Oct-2022;9;0;-9
PH 7210;320043BS30000082;14-Oct-2022;5;0;-5
PH 7210;320043BS30000083;14-Oct-2022;5;0;-5
PH 7210;320043BS30000084;14-Oct-2022;5;0;-5
PH 7210;320043BS30000113;14-Oct-2022;5;0;-5
PH 7210;320043BS30000114;14-Oct-2022;5;0;-5
PH 7210;320043BS30000111;17-Oct-2022;1;0;-1
PH 7210;320043BS30000088;21-Oct-2022;3;0;-3
PH 7210;320043BS30000089;21-Oct-2022;3;0;-3
PH 7210;320043BS30000090;21-Oct-2022;3;0;-3
PH 7210;320043BS30000110;8-Nov-2022;10;0;-10
PH 7210;320043BV30000013;8-Nov-2022;10;0;-10
PH 7210;320043BV30000014;8-Nov-2022;10;0;-10
PH 7210;320043BV30000015;8-Nov-2022;10;0;-10
PH 7210;320043BV30000019;8-Nov-2022;10;0;-10
PH 7210;320043BV30000020;8-Nov-2022;10;0;-10
PH 7210;320043BV30000021;8-Nov-2022;10;0;-10
PH 7210;320043BV30000040;8-Nov-2022;10;0;-10
PH 7210;320043BV30000041;8-Nov-2022;10;0;-10
PH 7210;320043BV30000042;8-Nov-2022;10;0;-10
PH 7210;320043BV30000046;8-Nov-2022;2;0;-2
PH 7210;320043BV30000047;8-Nov-2022;2;0;-2
PH 7210;320043BV30000048;8-Nov-2022;1;0;-1
PH 7210;320043BV30000052;10-Nov-2022;12;0;-12
PH 7210;320043BV30000053;10-Nov-2022;12;0;-12
PH 7210;320043BV30000054;10-Nov-2022;12;0;-12
PH 7210;320043BV30000070;10-Nov-2022;12;0;-12
PH 7210;320043BV30000071;10-Nov-2022;12;0;-12
PH 7210;320043BV30000072;10-Nov-2022;12;0;-12
PH 7210;320043BV30000082;10-Nov-2022;12;0;-12
PH 7210;320043BV30000083;10-Nov-2022;12;0;-12
PH 7210;320043BV30000084;10-Nov-2022;12;0;-12
PH 7210;320043BV30000085;10-Nov-2022;12;0;-12
PH 7210;320043BV30000086;10-Nov-2022;12;0;-12
PH 7210;320043BV30000087;10-Nov-2022;12;0;-12
PH 7210;320043BV30000076;23-Nov-2022;5;0;-5
PH 7210;320043BV30000077;23-Nov-2022;5;0;-5
PH 7210;320043BV30000078;23-Nov-2022;5;0;-5
PH 7210;320043BV30000089;23-Nov-2022;5;0;-5
PH 7210;320043BV30000101;23-Nov-2022;5;0;-5
PH 7210;320043BV30000100;23-Nov-2022;2;0;-2
PH 7210;320043BV30000102;23-Nov-2022;2;0;-2
PH 7210;320043BV30000107;24-Nov-2022;1;0;-1
PH 7210;320043BV30000073;25-Nov-2022;10;0;-10
PH 7210;320043BV30000074;25-Nov-2022;10;0;-10
PH 7210;320043BV30000075;25-Nov-2022;10;0;-10
PH 7210;320043BV30000079;25-Nov-2022;10;0;-10
PH 7210;320043BV30000080;25-Nov-2022;10;0;-10
PH 7210;320043BV30000081;25-Nov-2022;10;0;-10
PH 7210;320043BV30000091;25-Nov-2022;10;0;-10
PH 7210;320043BV30000092;25-Nov-2022;10;0;-10
PH 7210;320043BV30000093;25-Nov-2022;10;0;-10
PH 7210;320043BV30000108;25-Nov-2022;10;0;-10
PH 7210;320043BV30000106;28-Nov-2022;1;0;-1
PH 7210;320043BV30000118;28-Nov-2022;2;0;-2
PH 7210;320043BV30000120;28-Nov-2022;2;0;-2
PH 7210;320043BV30000097;28-Nov-2022;6;0;-6
PH 7210;320043BV30000098;28-Nov-2022;6;0;-6
PH 7210;320043BV30000099;28-Nov-2022;6;0;-6
PH 7210;320043BV30000103;28-Nov-2022;6;0;-6
PH 7210;320043BV30000104;28-Nov-2022;6;0;-6
PH 7210;320043BV30000105;28-Nov-2022;6;0;-6
PH 7210;320043BV30000113;30-Nov-2022;1;0;-1
PH 7210;320043BV30000067;7-Dic-2022;2;0;-2
PH 7210;320043BV30000069;7-Dic-2022;2;0;-2
PH 7210;320043BV30000109;7-Dic-2022;6;0;-6
PH 7210;320043BV30000110;7-Dic-2022;6;0;-6
PH 7210;320043BV30000111;7-Dic-2022;6;0;-6
PH 7210;320043BV30000124;7-Dic-2022;6;0;-6
PH 7210;320043BV30000125;7-Dic-2022;6;0;-6
PH 7210;320043BV30000126;7-Dic-2022;6;0;-6
PH 7210;320043BV30000032;21-Dic-2022;5;0;-5
PH 7210;320043BV30000033;21-Dic-2022;5;0;-5
PH 7210;320043BV30000058;21-Dic-2022;5;0;-5
PH 7210;320043BV30000059;21-Dic-2022;5;0;-5
PH 7210;320043BV30000060;21-Dic-2022;5;0;-5
PH 7210;320043BV30000007;21-Dic-2022;4;0;-4
PH 7210;320043BV30000008;21-Dic-2022;4;0;-4
PH 7210;320043BV30000009;21-Dic-2022;4;0;-4
PH 7210;320043BV30000028;21-Dic-2022;4;0;-4
PH 7210;320043BV30000023;28-Dic-2022;1;0;-1
PH 7210;320534BX30000063;28-Dic-2022;10;0;-10
PH 7210;320534BX30000064;28-Dic-2022;10;0;-10
PH 7210;320534BX30000121;28-Dic-2022;10;0;-10
PH 7210;320534BX30000122;28-Dic-2022;10;0;-10
PH 7210;320534BX30000123;28-Dic-2022;10;0;-10
PH 7210;320534BX30000124;28-Dic-2022;10;0;-10
PH 7210;320534BX30000145;28-Dic-2022;10;0;-10
PH 7210;320534BX30000146;28-Dic-2022;10;0;-10
PH 7210;320534BX30000147;28-Dic-2022;10;0;-10
PH 7210;320534BX30000148;28-Dic-2022;10;0;-10
PH 7210;320534BX30000061;30-Dic-2022;2;0;-2
PH 7210;320534BX30000062;30-Dic-2022;2;0;-2
PH 7210;320534BX30000116;10-Ene-2023;30;0;-30
PH 7210;320534BX30000115;10-Ene-2023;30;0;-30
PH 7210;320534BX30000114;10-Ene-2023;30;0;-30
PH 7210;320534BX30000113;10-Ene-2023;30;0;-30
PH 7210;320534BX30000106;10-Ene-2023;30;0;-30
PH 7210;320534BX30000105;10-Ene-2023;30;0;-30
PH 7210;320534BX30000100;10-Ene-2023;30;0;-30
PH 7210;320534BX30000099;10-Ene-2023;30;0;-30
PH 7210;320534BX30000098;10-Ene-2023;30;0;-30
PH 7210;320534BX30000097;10-Ene-2023;30;0;-30
PH 7210;320534BX30000096;10-Ene-2023;30;0;-30
PH 7210;320534BX30000095;10-Ene-2023;30;0;-30
PH 7210;320534BX30000094;10-Ene-2023;30;0;-30
PH 7210;320534BX30000093;10-Ene-2023;30;0;-30
PH 7210;320534BX30000076;10-Ene-2023;30;0;-30
PH 7210;320534BX30000075;10-Ene-2023;30;0;-30
PH 7210;320534BX30000074;10-Ene-2023;30;0;-30
PH 7210;320534BX30000073;10-Ene-2023;30;0;-30
PH 7210;320534BX30000072;10-Ene-2023;30;0;-30
PH 7210;320534BX30000071;10-Ene-2023;30;0;-30
PH 7210;320534BX30000070;10-Ene-2023;30;0;-30
PH 7210;320534BX30000069;10-Ene-2023;30;0;-30
PH 7210;320534BX30000068;10-Ene-2023;30;0;-30
PH 7210;320534BX30000067;10-Ene-2023;30;0;-30
PH 7210;320534BX30000066;10-Ene-2023;30;0;-30
PH 7210;320534BX30000065;10-Ene-2023;30;0;-30
PH 7210;320534BX30000056;10-Ene-2023;30;0;-30
PH 7210;320534BX30000055;10-Ene-2023;30;0;-30
PH 7210;320534BX30000054;10-Ene-2023;30;0;-30
PH 7210;320534BX30000053;10-Ene-2023;30;0;-30
PH 7210;320534BX30000033;25-Ene-2023;9;0;-9
PH 7210;320534BX30000034;25-Ene-2023;9;0;-9
PH 7210;320534BX30000035;25-Ene-2023;9;0;-9
PH 7210;320534BX30000036;25-Ene-2023;9;0;-9
PH 7210;320534BX30000118;25-Ene-2023;9;0;-9
PH 7210;320534BX30000141;25-Ene-2023;9;0;-9
PH 7210;320534BX30000142;25-Ene-2023;9;0;-9
PH 7210;320534BX30000143;25-Ene-2023;9;0;-9
PH 7210;320534BX30000144;25-Ene-2023;9;0;-9
PH 7210;320534BX30000157;1-Feb-2023;1;0;-1
PH 7210;320534BX30000133;3-Feb-2023;2;0;-2
PH 7210;320534BX30000134;3-Feb-2023;2;0;-2
PH 7210;320534BX30000077;3-Feb-2023;13;0;-13
PH 7210;320534BX30000079;3-Feb-2023;13;0;-13
PH 7210;320534BX30000087;3-Feb-2023;13;0;-13
PH 7210;320534BX30000088;3-Feb-2023;13;0;-13
PH 7210;320534BX30000129;3-Feb-2023;13;0;-13
PH 7210;320534BX30000130;3-Feb-2023;13;0;-13
PH 7210;320534BX30000131;3-Feb-2023;13;0;-13
PH 7210;320534BX30000132;3-Feb-2023;13;0;-13
PH 7210;320534BX30000135;3-Feb-2023;13;0;-13
PH 7210;320534BX30000086;3-Feb-2023;13;0;-13
PH 7210;320534BX30000080;3-Feb-2023;13;0;-13
PH 7210;320534BX30000085;3-Feb-2023;13;0;-13
PH 7210;320534BX30000078;3-Feb-2023;13;0;-13
PH 7210;320534BX30000007;6-Feb-2023;9;0;-9
PH 7210;320534BX30000021;6-Feb-2023;9;0;-9
PH 7210;320534BX30000022;6-Feb-2023;9;0;-9
PH 7210;320534BX30000023;6-Feb-2023;9;0;-9
PH 7210;320534BX30000024;6-Feb-2023;9;0;-9
PH 7210;320534BX30000081;6-Feb-2023;9;0;-9
PH 7210;320534BX30000082;6-Feb-2023;9;0;-9
PH 7210;320534BX30000083;6-Feb-2023;9;0;-9
PH 7210;320534BX30000084;6-Feb-2023;9;0;-9
PH 7210;320534BX30000026;6-Feb-2023;2;0;-2
PH 7210;320534BX30000025;6-Feb-2023;2;0;-2
PH 7210;320534BX30000012;7-Feb-2023;4;0;-4
PH 7210;320534BX30000011;7-Feb-2023;4;0;-4
PH 7210;320534BX30000010;7-Feb-2023;4;0;-4
PH 7210;320534BX30000009;7-Feb-2023;4;0;-4
PH 7266;3200418Q30000049;17-Dic-2018;4;0;-4
PH 7266;3200418Q30000050;17-Dic-2018;4;0;-4
PH 7266;3200418Q30000051;17-Dic-2018;4;0;-4
PH 7266;3200418Q30000052;17-Dic-2018;4;0;-4
PH 7266;3200418Q30000413;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000414;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000415;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000416;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000429;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000430;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000431;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000432;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000441;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000442;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000443;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000444;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000461;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000462;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000463;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000464;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000477;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000478;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000479;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000480;17-Dic-2018;20;0;-20
PH 7266;3200418Q30000005;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000006;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000007;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000008;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000053;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000054;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000055;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000056;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000393;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000394;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000395;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000396;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000405;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000406;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000407;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000408;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000409;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000410;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000411;8-Ene-2019;20;0;-20
PH 7266;3200418Y30000412;8-Ene-2019;20;0;-20
PH 7266;3200418Q30000009;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000010;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000011;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000012;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000029;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000030;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000031;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000032;10-Ene-2019;12;0;-12
PH 7266;3200418Y30000413;10-Ene-2019;12;0;-12
PH 7266;3200418Y30000414;10-Ene-2019;12;0;-12
PH 7266;3200418Y30000415;10-Ene-2019;12;0;-12
PH 7266;3200418Y30000416;10-Ene-2019;12;0;-12
PH 7266;3200418Q30000001;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000002;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000003;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000004;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000057;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000058;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000059;14-Ene-2019;12;0;-12
PH 7266;3200418Q30000060;14-Ene-2019;12;0;-12
PH 7266;3200418Y30000389;14-Ene-2019;12;0;-12
PH 7266;3200418Y30000390;14-Ene-2019;12;0;-12
PH 7266;3200418Y30000391;14-Ene-2019;12;0;-12
PH 7266;3200418Y30000392;14-Ene-2019;12;0;-12
PH 7266;3200418q30000440;14-Ene-2019;2;0;-2
PH 7266;3200418y30000400;14-Ene-2019;2;0;-2
PH 7266;3200418Q30000439;14-Ene-2019;2;0;-2
PH 7266;3200418Y30000386;14-Ene-2019;2;0;-2
PH 7266;3200418Q30000061;16-Ene-2019;10;0;-10
